Ano;Agente TÛxico;Estado;Quantidade
2013;Metal;PA;0
2013;Drogas de abuso;PA;3
2013;Planta tÛxica;PA;4
2013;Alimento e bebida;PA;78
2013;Outro;PA;14
2013;Ign/Branco;AP;2
2013;Medicamento;AP;8
2013;AgrotÛxico agrÌcola;AP;0
2013;AgrotÛxico domÈstico;AP;1
2013;AgrotÛxico sa˙de p˙blica;AP;0
2013;Raticida;AP;10
2013;Prod. veterin·rio;AP;0
2013;Prod. uso domiciliar;AP;5
2013;CosmÈtico;AP;0
2013;Prod. quÌmico;AP;1
2013;Metal;AP;0
2013;Drogas de abuso;AP;0
2013;Planta tÛxica;AP;0
2013;Alimento e bebida;AP;0
2013;Outro;AP;1
2013;Ign/Branco;TO;102
2013;Medicamento;TO;366
2013;AgrotÛxico agrÌcola;TO;100
2013;AgrotÛxico domÈstico;TO;43
2013;AgrotÛxico sa˙de p˙blica;TO;13
2013;Raticida;TO;83
2013;Prod. veterin·rio;TO;26
2013;Prod. uso domiciliar;TO;108
2013;CosmÈtico;TO;18
2013;Prod. quÌmico;TO;146
2013;Metal;TO;4
2013;Drogas de abuso;TO;7
2013;Planta tÛxica;TO;27
2013;Alimento e bebida;TO;129
2013;Outro;TO;32
2013;Ign/Branco;MA;108
2013;Medicamento;MA;128
2013;AgrotÛxico agrÌcola;MA;15
2013;AgrotÛxico domÈstico;MA;5
2013;AgrotÛxico sa˙de p˙blica;MA;7
2013;Raticida;MA;45
2013;Prod. veterin·rio;MA;1
2013;Prod. uso domiciliar;MA;26
2013;CosmÈtico;MA;8
2013;Prod. quÌmico;MA;12
2013;Metal;MA;0
2013;Drogas de abuso;MA;10
2013;Planta tÛxica;MA;2
2013;Alimento e bebida;MA;100
2013;Outro;MA;9
2013;Ign/Branco;PI;146
2013;Medicamento;PI;446
2013;AgrotÛxico agrÌcola;PI;23
2013;AgrotÛxico domÈstico;PI;23
2013;AgrotÛxico sa˙de p˙blica;PI;4
2013;Raticida;PI;44
2013;Prod. veterin·rio;PI;13
2013;Prod. uso domiciliar;PI;44
2013;CosmÈtico;PI;12
2013;Prod. quÌmico;PI;28
2013;Metal;PI;0
2013;Drogas de abuso;PI;16
2013;Planta tÛxica;PI;14
2013;Alimento e bebida;PI;51
2013;Outro;PI;15
2013;Ign/Branco;CE;747
2013;Medicamento;CE;695
2013;AgrotÛxico agrÌcola;CE;210
2013;AgrotÛxico domÈstico;CE;46
2013;AgrotÛxico sa˙de p˙blica;CE;5
2013;Raticida;CE;127
2013;Prod. veterin·rio;CE;39
2013;Prod. uso domiciliar;CE;107
2013;CosmÈtico;CE;29
2013;Prod. quÌmico;CE;93
2013;Metal;CE;5
2013;Drogas de abuso;CE;298
2013;Planta tÛxica;CE;7
2013;Alimento e bebida;CE;141
2013;Outro;CE;30
2013;Ign/Branco;RN;740
2013;Medicamento;RN;226
2013;AgrotÛxico agrÌcola;RN;6
2013;AgrotÛxico domÈstico;RN;4
2013;AgrotÛxico sa˙de p˙blica;RN;0
2013;Raticida;RN;29
2013;Prod. veterin·rio;RN;3
2013;Prod. uso domiciliar;RN;39
2013;CosmÈtico;RN;9
2013;Prod. quÌmico;RN;33
2013;Metal;RN;1
2013;Drogas de abuso;RN;628
2013;Planta tÛxica;RN;11
2013;Alimento e bebida;RN;158
2013;Outro;RN;15
2013;Ign/Branco;PB;203
2013;Medicamento;PB;598
2013;AgrotÛxico agrÌcola;PB;50
2013;AgrotÛxico domÈstico;PB;34
2013;AgrotÛxico sa˙de p˙blica;PB;3
2013;Raticida;PB;96
2013;Prod. veterin·rio;PB;15
2013;Prod. uso domiciliar;PB;97
2013;CosmÈtico;PB;37
2013;Prod. quÌmico;PB;55
2013;Metal;PB;2
2013;Drogas de abuso;PB;158
2013;Planta tÛxica;PB;15
2013;Alimento e bebida;PB;341
2013;Outro;PB;70
2013;Ign/Branco;PE;965
2013;Medicamento;PE;2179
2013;AgrotÛxico agrÌcola;PE;404
2013;AgrotÛxico domÈstico;PE;199
2013;AgrotÛxico sa˙de p˙blica;PE;14
2013;Raticida;PE;309
2013;Prod. veterin·rio;PE;70
2013;Prod. uso domiciliar;PE;441
2013;CosmÈtico;PE;67
2013;Prod. quÌmico;PE;249
2013;Metal;PE;11
2013;Drogas de abuso;PE;563
2013;Planta tÛxica;PE;34
2013;Alimento e bebida;PE;1264
2013;Outro;PE;122
2013;Ign/Branco;AL;1553
2013;Medicamento;AL;1288
2013;AgrotÛxico agrÌcola;AL;208
2013;AgrotÛxico domÈstico;AL;28
2013;AgrotÛxico sa˙de p˙blica;AL;6
2013;Raticida;AL;134
2013;Prod. veterin·rio;AL;32
2013;Prod. uso domiciliar;AL;191
2013;CosmÈtico;AL;43
2013;Prod. quÌmico;AL;56
2013;Metal;AL;1
2013;Drogas de abuso;AL;333
2013;Planta tÛxica;AL;60
2013;Alimento e bebida;AL;510
2013;Outro;AL;58
2013;Ign/Branco;SE;78
2013;Medicamento;SE;263
2013;AgrotÛxico agrÌcola;SE;8
2013;AgrotÛxico domÈstico;SE;22
2013;AgrotÛxico sa˙de p˙blica;SE;1
2013;Raticida;SE;78
2013;Prod. veterin·rio;SE;9
2013;Prod. uso domiciliar;SE;76
2013;CosmÈtico;SE;17
2013;Prod. quÌmico;SE;20
2013;Metal;SE;0
2013;Drogas de abuso;SE;232
2013;Planta tÛxica;SE;9
2013;Alimento e bebida;SE;73
2013;Outro;SE;7
2013;Ign/Branco;BA;765
2013;Medicamento;BA;1064
2013;AgrotÛxico agrÌcola;BA;240
2013;AgrotÛxico domÈstico;BA;51
2013;AgrotÛxico sa˙de p˙blica;BA;36
2013;Raticida;BA;260
2013;Prod. veterin·rio;BA;47
2013;Prod. uso domiciliar;BA;220
2013;CosmÈtico;BA;40
2013;Prod. quÌmico;BA;164
2013;Metal;BA;5
2013;Drogas de abuso;BA;187
2013;Planta tÛxica;BA;33
2013;Alimento e bebida;BA;398
2013;Outro;BA;91
2013;Ign/Branco;MG;1281
2013;Medicamento;MG;7676
2013;AgrotÛxico agrÌcola;MG;863
2013;AgrotÛxico domÈstico;MG;174
2013;AgrotÛxico sa˙de p˙blica;MG;54
2013;Raticida;MG;938
2013;Prod. veterin·rio;MG;187
2013;Prod. uso domiciliar;MG;804
2013;CosmÈtico;MG;192
2013;Prod. quÌmico;MG;577
2013;Metal;MG;19
2013;Drogas de abuso;MG;1329
2013;Planta tÛxica;MG;119
2013;Alimento e bebida;MG;1342
2013;Outro;MG;546
2013;Ign/Branco;ES;141
2013;Medicamento;ES;1711
2013;AgrotÛxico agrÌcola;ES;355
2013;AgrotÛxico domÈstico;ES;73
2013;AgrotÛxico sa˙de p˙blica;ES;22
2013;Raticida;ES;95
2013;Prod. veterin·rio;ES;38
2013;Prod. uso domiciliar;ES;377
2013;CosmÈtico;ES;61
2013;Prod. quÌmico;ES;237
2013;Metal;ES;5
2013;Drogas de abuso;ES;356
2013;Planta tÛxica;ES;49
2013;Alimento e bebida;ES;556
2013;Outro;ES;73
2013;Ign/Branco;RJ;668
2013;Medicamento;RJ;389
2013;AgrotÛxico agrÌcola;RJ;28
2013;AgrotÛxico domÈstico;RJ;20
2013;AgrotÛxico sa˙de p˙blica;RJ;15
2013;Raticida;RJ;106
2013;Prod. veterin·rio;RJ;14
2013;Prod. uso domiciliar;RJ;114
2013;CosmÈtico;RJ;6
2013;Prod. quÌmico;RJ;41
2013;Metal;RJ;2
2013;Drogas de abuso;RJ;626
2013;Planta tÛxica;RJ;18
2013;Alimento e bebida;RJ;216
2013;Outro;RJ;26
2013;Ign/Branco;SP;1851
2013;Medicamento;SP;9231
2013;AgrotÛxico agrÌcola;SP;479
2013;AgrotÛxico domÈstico;SP;240
2013;AgrotÛxico sa˙de p˙blica;SP;39
2013;Raticida;SP;1265
2013;Prod. veterin·rio;SP;176
2013;Prod. uso domiciliar;SP;1498
2013;CosmÈtico;SP;204
2013;Prod. quÌmico;SP;708
2013;Metal;SP;45
2013;Drogas de abuso;SP;5129
2013;Planta tÛxica;SP;73
2013;Alimento e bebida;SP;2465
2013;Outro;SP;658
2013;Ign/Branco;PR;468
2013;Medicamento;PR;4588
2013;AgrotÛxico agrÌcola;PR;632
2013;AgrotÛxico domÈstico;PR;220
2013;AgrotÛxico sa˙de p˙blica;PR;11
2013;Raticida;PR;520
2013;Prod. veterin·rio;PR;103
2013;Prod. uso domiciliar;PR;689
2013;CosmÈtico;PR;88
2013;Prod. quÌmico;PR;577
2013;Metal;PR;27
2013;Drogas de abuso;PR;892
2013;Planta tÛxica;PR;59
2013;Alimento e bebida;PR;217
2013;Outro;PR;336
2013;Ign/Branco;SC;277
2013;Medicamento;SC;2119
2013;AgrotÛxico agrÌcola;SC;221
2013;AgrotÛxico domÈstico;SC;93
2013;AgrotÛxico sa˙de p˙blica;SC;1
2013;Raticida;SC;173
2013;Prod. veterin·rio;SC;24
2013;Prod. uso domiciliar;SC;196
2013;CosmÈtico;SC;21
2013;Prod. quÌmico;SC;164
2013;Metal;SC;5
2013;Drogas de abuso;SC;327
2013;Planta tÛxica;SC;38
2013;Alimento e bebida;SC;151
2013;Outro;SC;123
2013;Ign/Branco;RS;184
2013;Medicamento;RS;535
2013;AgrotÛxico agrÌcola;RS;93
2013;AgrotÛxico domÈstico;RS;12
2013;AgrotÛxico sa˙de p˙blica;RS;1
2013;Raticida;RS;38
2013;Prod. veterin·rio;RS;14
2013;Prod. uso domiciliar;RS;50
2013;CosmÈtico;RS;2
2013;Prod. quÌmico;RS;70
2013;Metal;RS;2
2013;Drogas de abuso;RS;53
2013;Planta tÛxica;RS;10
2013;Alimento e bebida;RS;225
2013;Outro;RS;1237
2013;Ign/Branco;MS;181
2013;Medicamento;MS;612
2013;AgrotÛxico agrÌcola;MS;82
2013;AgrotÛxico domÈstico;MS;45
2013;AgrotÛxico sa˙de p˙blica;MS;12
2013;Raticida;MS;62
2013;Prod. veterin·rio;MS;37
2013;Prod. uso domiciliar;MS;79
2013;CosmÈtico;MS;8
2013;Prod. quÌmico;MS;49
2013;Metal;MS;0
2013;Drogas de abuso;MS;42
2013;Planta tÛxica;MS;11
2013;Alimento e bebida;MS;115
2013;Outro;MS;41
2013;Ign/Branco;MT;89
2013;Medicamento;MT;243
2013;AgrotÛxico agrÌcola;MT;111
2013;AgrotÛxico domÈstico;MT;41
2013;AgrotÛxico sa˙de p˙blica;MT;5
2013;Raticida;MT;82
2013;Prod. veterin·rio;MT;29
2013;Prod. uso domiciliar;MT;72
2013;CosmÈtico;MT;7
2013;Prod. quÌmico;MT;51
2013;Metal;MT;1
2013;Drogas de abuso;MT;33
2013;Planta tÛxica;MT;9
2013;Alimento e bebida;MT;91
2013;Outro;MT;53
2013;Ign/Branco;GO;308
2013;Medicamento;GO;1011
2013;AgrotÛxico agrÌcola;GO;369
2013;AgrotÛxico domÈstico;GO;96
2013;AgrotÛxico sa˙de p˙blica;GO;18
2013;Raticida;GO;265
2013;Prod. veterin·rio;GO;82
2013;Prod. uso domiciliar;GO;217
2013;CosmÈtico;GO;63
2013;Prod. quÌmico;GO;343
2013;Metal;GO;4
2013;Drogas de abuso;GO;586
2013;Planta tÛxica;GO;47
2013;Alimento e bebida;GO;310
2013;Outro;GO;75
2013;Ign/Branco;DF;210
2013;Medicamento;DF;1272
2013;AgrotÛxico agrÌcola;DF;58
2013;AgrotÛxico domÈstico;DF;69
2013;AgrotÛxico sa˙de p˙blica;DF;0
2013;Raticida;DF;178
2013;Prod. veterin·rio;DF;7
2013;Prod. uso domiciliar;DF;317
2013;CosmÈtico;DF;69
2013;Prod. quÌmico;DF;161
2013;Metal;DF;5
2013;Drogas de abuso;DF;95
2013;Planta tÛxica;DF;40
2013;Alimento e bebida;DF;65
2013;Outro;DF;35
2014;Ign/Branco;RO;50
2014;Medicamento;RO;57
2014;AgrotÛxico agrÌcola;RO;72
2014;AgrotÛxico domÈstico;RO;16
2014;AgrotÛxico sa˙de p˙blica;RO;4
2014;Raticida;RO;36
2014;Prod. veterin·rio;RO;8
2014;Prod. uso domiciliar;RO;10
2014;CosmÈtico;RO;3
2014;Prod. quÌmico;RO;10
2014;Metal;RO;1
2014;Drogas de abuso;RO;1
2014;Planta tÛxica;RO;1
2014;Alimento e bebida;RO;25
2014;Outro;RO;13
2014;Ign/Branco;AC;3
2014;Medicamento;AC;1
2014;AgrotÛxico agrÌcola;AC;0
2014;AgrotÛxico domÈstico;AC;0
2014;AgrotÛxico sa˙de p˙blica;AC;0
2014;Raticida;AC;0
2014;Prod. veterin·rio;AC;0
2014;Prod. uso domiciliar;AC;0
2014;CosmÈtico;AC;0
2014;Prod. quÌmico;AC;0
2014;Metal;AC;0
2014;Drogas de abuso;AC;0
2014;Planta tÛxica;AC;0
2014;Alimento e bebida;AC;0
2014;Outro;AC;0
2014;Ign/Branco;AM;129
2014;Medicamento;AM;131
2014;AgrotÛxico agrÌcola;AM;10
2014;AgrotÛxico domÈstico;AM;16
2014;AgrotÛxico sa˙de p˙blica;AM;1
2014;Raticida;AM;25
2014;Prod. veterin·rio;AM;7
2014;Prod. uso domiciliar;AM;49
2014;CosmÈtico;AM;8
2014;Prod. quÌmico;AM;46
2014;Metal;AM;2
2014;Drogas de abuso;AM;64
2014;Planta tÛxica;AM;2
2014;Alimento e bebida;AM;56
2014;Outro;AM;6
2014;Ign/Branco;RR;49
2014;Medicamento;RR;111
2014;AgrotÛxico agrÌcola;RR;9
2014;AgrotÛxico domÈstico;RR;9
2014;AgrotÛxico sa˙de p˙blica;RR;5
2014;Raticida;RR;36
2014;Prod. veterin·rio;RR;7
2014;Prod. uso domiciliar;RR;30
2014;CosmÈtico;RR;9
2014;Prod. quÌmico;RR;12
2014;Metal;RR;0
2014;Drogas de abuso;RR;12
2014;Planta tÛxica;RR;7
2014;Alimento e bebida;RR;23
2014;Outro;RR;12
2014;Ign/Branco;PA;37
2014;Medicamento;PA;86
2014;AgrotÛxico agrÌcola;PA;27
2014;AgrotÛxico domÈstico;PA;24
2014;AgrotÛxico sa˙de p˙blica;PA;3
2014;Raticida;PA;80
2014;Prod. veterin·rio;PA;7
2014;Prod. uso domiciliar;PA;27
2014;CosmÈtico;PA;7
2014;Prod. quÌmico;PA;25
2014;Metal;PA;2
2014;Drogas de abuso;PA;3
2014;Planta tÛxica;PA;0
2014;Alimento e bebida;PA;30
2014;Outro;PA;18
2014;Ign/Branco;AP;7
2014;Medicamento;AP;3
2014;AgrotÛxico agrÌcola;AP;1
2014;AgrotÛxico domÈstico;AP;0
2014;AgrotÛxico sa˙de p˙blica;AP;0
2014;Raticida;AP;17
2014;Prod. veterin·rio;AP;0
2014;Prod. uso domiciliar;AP;1
2014;CosmÈtico;AP;0
2014;Prod. quÌmico;AP;3
2014;Metal;AP;0
2014;Drogas de abuso;AP;0
2014;Planta tÛxica;AP;0
2014;Alimento e bebida;AP;0
2014;Outro;AP;0
2014;Ign/Branco;TO;105
2014;Medicamento;TO;423
2014;AgrotÛxico agrÌcola;TO;140
2014;AgrotÛxico domÈstico;TO;51
2014;AgrotÛxico sa˙de p˙blica;TO;5
2014;Raticida;TO;70
2014;Prod. veterin·rio;TO;30
2014;Prod. uso domiciliar;TO;117
2014;CosmÈtico;TO;26
2014;Prod. quÌmico;TO;59
2014;Metal;TO;1
2014;Drogas de abuso;TO;8
2014;Planta tÛxica;TO;17
2014;Alimento e bebida;TO;154
2014;Outro;TO;57
2014;Ign/Branco;MA;73
2014;Medicamento;MA;209
2014;AgrotÛxico agrÌcola;MA;16
2014;AgrotÛxico domÈstico;MA;4
2014;AgrotÛxico sa˙de p˙blica;MA;0
2014;Raticida;MA;44
2014;Prod. veterin·rio;MA;8
2014;Prod. uso domiciliar;MA;35
2014;CosmÈtico;MA;7
2014;Prod. quÌmico;MA;12
2014;Metal;MA;1
2014;Drogas de abuso;MA;3
2014;Planta tÛxica;MA;5
2014;Alimento e bebida;MA;31
2014;Outro;MA;19
2014;Ign/Branco;PI;182
2014;Medicamento;PI;533
2014;AgrotÛxico agrÌcola;PI;25
2014;AgrotÛxico domÈstico;PI;15
2014;AgrotÛxico sa˙de p˙blica;PI;3
2014;Raticida;PI;50
2014;Prod. veterin·rio;PI;18
2014;Prod. uso domiciliar;PI;81
2014;CosmÈtico;PI;23
2014;Prod. quÌmico;PI;44
2014;Metal;PI;0
2014;Drogas de abuso;PI;16
2014;Planta tÛxica;PI;9
2014;Alimento e bebida;PI;75
2014;Outro;PI;20
2014;Ign/Branco;CE;781
2014;Medicamento;CE;744
2014;AgrotÛxico agrÌcola;CE;198
2014;AgrotÛxico domÈstico;CE;49
2014;AgrotÛxico sa˙de p˙blica;CE;5
2014;Raticida;CE;146
2014;Prod. veterin·rio;CE;34
2014;Prod. uso domiciliar;CE;90
2014;CosmÈtico;CE;20
2014;Prod. quÌmico;CE;110
2014;Metal;CE;6
2014;Drogas de abuso;CE;282
2014;Planta tÛxica;CE;11
2014;Alimento e bebida;CE;278
2014;Outro;CE;76
2014;Ign/Branco;RN;1024
2014;Medicamento;RN;375
2014;AgrotÛxico agrÌcola;RN;7
2014;AgrotÛxico domÈstico;RN;8
2014;AgrotÛxico sa˙de p˙blica;RN;1
2014;Raticida;RN;41
2014;Prod. veterin·rio;RN;4
2014;Prod. uso domiciliar;RN;60
2014;CosmÈtico;RN;27
2014;Prod. quÌmico;RN;16
2014;Metal;RN;1
2014;Drogas de abuso;RN;870
2014;Planta tÛxica;RN;5
2014;Alimento e bebida;RN;215
2014;Outro;RN;22
2014;Ign/Branco;PB;275
2014;Medicamento;PB;614
2014;AgrotÛxico agrÌcola;PB;32
2014;AgrotÛxico domÈstico;PB;35
2014;AgrotÛxico sa˙de p˙blica;PB;4
2014;Raticida;PB;111
2014;Prod. veterin·rio;PB;25
2014;Prod. uso domiciliar;PB;135
2014;CosmÈtico;PB;37
2014;Prod. quÌmico;PB;65
2014;Metal;PB;2
2014;Drogas de abuso;PB;149
2014;Planta tÛxica;PB;24
2014;Alimento e bebida;PB;437
2014;Outro;PB;65
2014;Ign/Branco;PE;927
2014;Medicamento;PE;2708
2014;AgrotÛxico agrÌcola;PE;410
2014;AgrotÛxico domÈstico;PE;162
2014;AgrotÛxico sa˙de p˙blica;PE;7
2014;Raticida;PE;272
2014;Prod. veterin·rio;PE;62
2014;Prod. uso domiciliar;PE;461
2014;CosmÈtico;PE;106
2014;Prod. quÌmico;PE;322
2014;Metal;PE;9
2014;Drogas de abuso;PE;999
2014;Planta tÛxica;PE;42
2014;Alimento e bebida;PE;1808
2014;Outro;PE;134
2014;Ign/Branco;AL;1569
2014;Medicamento;AL;1346
2014;AgrotÛxico agrÌcola;AL;180
2014;AgrotÛxico domÈstico;AL;28
2014;AgrotÛxico sa˙de p˙blica;AL;4
2014;Raticida;AL;129
2014;Prod. veterin·rio;AL;38
2014;Prod. uso domiciliar;AL;201
2014;CosmÈtico;AL;33
2014;Prod. quÌmico;AL;55
2014;Metal;AL;0
2014;Drogas de abuso;AL;302
2014;Planta tÛxica;AL;41
2014;Alimento e bebida;AL;470
2014;Outro;AL;89
2014;Ign/Branco;SE;39
2014;Medicamento;SE;237
2014;AgrotÛxico agrÌcola;SE;7
2014;AgrotÛxico domÈstico;SE;17
2014;AgrotÛxico sa˙de p˙blica;SE;0
2014;Raticida;SE;74
2014;Prod. veterin·rio;SE;11
2014;Prod. uso domiciliar;SE;63
2014;CosmÈtico;SE;8
2014;Prod. quÌmico;SE;13
2014;Metal;SE;2
2014;Drogas de abuso;SE;122
2014;Planta tÛxica;SE;6
2014;Alimento e bebida;SE;35
2014;Outro;SE;5
2014;Ign/Branco;BA;461
2014;Medicamento;BA;1026
2014;AgrotÛxico agrÌcola;BA;233
2014;AgrotÛxico domÈstico;BA;56
2014;AgrotÛxico sa˙de p˙blica;BA;9
2014;Raticida;BA;242
2014;Prod. veterin·rio;BA;49
2014;Prod. uso domiciliar;BA;211
2014;CosmÈtico;BA;60
2014;Prod. quÌmico;BA;95
2014;Metal;BA;5
2014;Drogas de abuso;BA;178
2014;Planta tÛxica;BA;60
2014;Alimento e bebida;BA;530
2014;Outro;BA;87
2014;Ign/Branco;MG;1121
2014;Medicamento;MG;8370
2014;AgrotÛxico agrÌcola;MG;650
2014;AgrotÛxico domÈstico;MG;184
2014;AgrotÛxico sa˙de p˙blica;MG;27
2014;Raticida;MG;967
2014;Prod. veterin·rio;MG;215
2014;Prod. uso domiciliar;MG;806
2014;CosmÈtico;MG;219
2014;Prod. quÌmico;MG;610
2014;Metal;MG;16
2014;Drogas de abuso;MG;1579
2014;Planta tÛxica;MG;146
2014;Alimento e bebida;MG;1389
2014;Outro;MG;598
2014;Ign/Branco;ES;188
2014;Medicamento;ES;2013
2014;AgrotÛxico agrÌcola;ES;360
2014;AgrotÛxico domÈstico;ES;65
2014;AgrotÛxico sa˙de p˙blica;ES;32
2014;Raticida;ES;150
2014;Prod. veterin·rio;ES;51
2014;Prod. uso domiciliar;ES;341
2014;CosmÈtico;ES;85
2014;Prod. quÌmico;ES;164
2014;Metal;ES;5
2014;Drogas de abuso;ES;483
2014;Planta tÛxica;ES;49
2014;Alimento e bebida;ES;893
2014;Outro;ES;168
2014;Ign/Branco;RJ;446
2014;Medicamento;RJ;690
2014;AgrotÛxico agrÌcola;RJ;62
2014;AgrotÛxico domÈstico;RJ;27
2014;AgrotÛxico sa˙de p˙blica;RJ;8
2014;Raticida;RJ;198
2014;Prod. veterin·rio;RJ;21
2014;Prod. uso domiciliar;RJ;133
2014;CosmÈtico;RJ;14
2014;Prod. quÌmico;RJ;82
2014;Metal;RJ;4
2014;Drogas de abuso;RJ;694
2014;Planta tÛxica;RJ;8
2014;Alimento e bebida;RJ;311
2014;Outro;RJ;62
2014;Ign/Branco;SP;1656
2014;Medicamento;SP;10305
2014;AgrotÛxico agrÌcola;SP;778
2014;AgrotÛxico domÈstico;SP;218
2014;AgrotÛxico sa˙de p˙blica;SP;79
2014;Raticida;SP;1044
2014;Prod. veterin·rio;SP;193
2014;Prod. uso domiciliar;SP;1593
2014;CosmÈtico;SP;209
2014;Prod. quÌmico;SP;688
2014;Metal;SP;81
2014;Drogas de abuso;SP;5702
2014;Planta tÛxica;SP;45
2014;Alimento e bebida;SP;1764
2014;Outro;SP;526
2014;Ign/Branco;PR;366
2014;Medicamento;PR;4566
2014;AgrotÛxico agrÌcola;PR;700
2014;AgrotÛxico domÈstico;PR;213
2014;AgrotÛxico sa˙de p˙blica;PR;24
2014;Raticida;PR;530
2014;Prod. veterin·rio;PR;128
2014;Prod. uso domiciliar;PR;622
2014;CosmÈtico;PR;65
2014;Prod. quÌmico;PR;591
2014;Metal;PR;13
2014;Drogas de abuso;PR;770
2014;Planta tÛxica;PR;92
2014;Alimento e bebida;PR;137
2014;Outro;PR;291
2014;Ign/Branco;SC;305
2014;Medicamento;SC;2345
2014;AgrotÛxico agrÌcola;SC;287
2014;AgrotÛxico domÈstico;SC;115
2014;AgrotÛxico sa˙de p˙blica;SC;3
2014;Raticida;SC;149
2014;Prod. veterin·rio;SC;35
2014;Prod. uso domiciliar;SC;166
2014;CosmÈtico;SC;19
2014;Prod. quÌmico;SC;147
2014;Metal;SC;4
2014;Drogas de abuso;SC;368
2014;Planta tÛxica;SC;43
2014;Alimento e bebida;SC;396
2014;Outro;SC;106
2014;Ign/Branco;RS;255
2014;Medicamento;RS;700
2014;AgrotÛxico agrÌcola;RS;166
2014;AgrotÛxico domÈstico;RS;26
2014;AgrotÛxico sa˙de p˙blica;RS;2
2014;Raticida;RS;50
2014;Prod. veterin·rio;RS;25
2014;Prod. uso domiciliar;RS;58
2014;CosmÈtico;RS;6
2014;Prod. quÌmico;RS;115
2014;Metal;RS;2
2014;Drogas de abuso;RS;54
2014;Planta tÛxica;RS;29
2014;Alimento e bebida;RS;183
2014;Outro;RS;50
2014;Ign/Branco;MS;129
2014;Medicamento;MS;582
2014;AgrotÛxico agrÌcola;MS;79
2014;AgrotÛxico domÈstico;MS;35
2014;AgrotÛxico sa˙de p˙blica;MS;6
2014;Raticida;MS;69
2014;Prod. veterin·rio;MS;42
2014;Prod. uso domiciliar;MS;126
2014;CosmÈtico;MS;8
2014;Prod. quÌmico;MS;42
2014;Metal;MS;0
2014;Drogas de abuso;MS;51
2014;Planta tÛxica;MS;13
2014;Alimento e bebida;MS;165
2014;Outro;MS;46
2014;Ign/Branco;MT;84
2014;Medicamento;MT;259
2014;AgrotÛxico agrÌcola;MT;83
2014;AgrotÛxico domÈstico;MT;37
2014;AgrotÛxico sa˙de p˙blica;MT;1
2014;Raticida;MT;74
2014;Prod. veterin·rio;MT;21
2014;Prod. uso domiciliar;MT;81
2014;CosmÈtico;MT;7
2014;Prod. quÌmico;MT;57
2014;Metal;MT;0
2014;Drogas de abuso;MT;46
2014;Planta tÛxica;MT;6
2014;Alimento e bebida;MT;132
2014;Outro;MT;30
2014;Ign/Branco;GO;260
2014;Medicamento;GO;1247
2014;AgrotÛxico agrÌcola;GO;278
2014;AgrotÛxico domÈstico;GO;114
2014;AgrotÛxico sa˙de p˙blica;GO;21
2014;Raticida;GO;330
2014;Prod. veterin·rio;GO;104
2014;Prod. uso domiciliar;GO;253
2014;CosmÈtico;GO;76
2014;Prod. quÌmico;GO;233
2014;Metal;GO;5
2014;Drogas de abuso;GO;668
2014;Planta tÛxica;GO;45
2014;Alimento e bebida;GO;263
2014;Outro;GO;61
2014;Ign/Branco;DF;177
2014;Medicamento;DF;863
2014;AgrotÛxico agrÌcola;DF;42
2014;AgrotÛxico domÈstico;DF;39
2014;AgrotÛxico sa˙de p˙blica;DF;2
2014;Raticida;DF;138
2014;Prod. veterin·rio;DF;15
2014;Prod. uso domiciliar;DF;152
2014;CosmÈtico;DF;39
2014;Prod. quÌmico;DF;90
2014;Metal;DF;5
2014;Drogas de abuso;DF;206
2014;Planta tÛxica;DF;19
2014;Alimento e bebida;DF;93
2014;Outro;DF;20
2015;Ign/Branco;RO;46
2015;Medicamento;RO;82
2015;AgrotÛxico agrÌcola;RO;70
2015;AgrotÛxico domÈstico;RO;15
2015;AgrotÛxico sa˙de p˙blica;RO;0
2015;Raticida;RO;44
2015;Prod. veterin·rio;RO;18
2015;Prod. uso domiciliar;RO;28
2015;CosmÈtico;RO;4
2015;Prod. quÌmico;RO;24
2015;Metal;RO;2
2015;Drogas de abuso;RO;5
2015;Planta tÛxica;RO;2
2015;Alimento e bebida;RO;30
2015;Outro;RO;10
2015;Ign/Branco;AC;6
2015;Medicamento;AC;23
2015;AgrotÛxico agrÌcola;AC;7
2015;AgrotÛxico domÈstico;AC;6
2015;AgrotÛxico sa˙de p˙blica;AC;0
2015;Raticida;AC;8
2015;Prod. veterin·rio;AC;1
2015;Prod. uso domiciliar;AC;1
2015;CosmÈtico;AC;2
2015;Prod. quÌmico;AC;6
2015;Metal;AC;0
2015;Drogas de abuso;AC;2
2015;Planta tÛxica;AC;0
2015;Alimento e bebida;AC;4
2015;Outro;AC;1
2015;Ign/Branco;AM;119
2015;Medicamento;AM;199
2015;AgrotÛxico agrÌcola;AM;21
2015;AgrotÛxico domÈstico;AM;23
2015;AgrotÛxico sa˙de p˙blica;AM;3
2015;Raticida;AM;20
2015;Prod. veterin·rio;AM;3
2015;Prod. uso domiciliar;AM;87
2015;CosmÈtico;AM;8
2015;Prod. quÌmico;AM;39
2015;Metal;AM;0
2015;Drogas de abuso;AM;473
2015;Planta tÛxica;AM;8
2015;Alimento e bebida;AM;165
2015;Outro;AM;26
2015;Ign/Branco;RR;14
2015;Medicamento;RR;66
2015;AgrotÛxico agrÌcola;RR;16
2015;AgrotÛxico domÈstico;RR;8
2015;AgrotÛxico sa˙de p˙blica;RR;0
2015;Raticida;RR;26
2015;Prod. veterin·rio;RR;4
2015;Prod. uso domiciliar;RR;36
